id,author_year,cave_region_id,is_archival,description,region,archival_flag
11051,Gradziński R. 1962,47,,"Gradziński R. 1962: Rozwój podziemnych form krasowych w południowej części Wyżyny Krakowskiej. Rocznik PTG XXXII (4): 429-492, Kraków.",Wyżyna Śląsko-Krakowska,
15683,Gradziński R. 1965,47,,"Gradziński R. 1965: Powstawanie jaskiń. [W:] Kowalski K. (red.), Jaskinie polskie: 11–22. Wiedza Powszechna, Warszawa.",Wyżyna Śląsko-Krakowska,
11052,Gradziński R. 1966,47,,"Gradziński R. 1966: Jaskinia pod Sokolą. Sympozjum speleologiczne w Częstochowie. Wszechświat 1: 26-28.), Warszawa. ",Wyżyna Śląsko-Krakowska,
10421,Gradziński R. 1967,30,,"Gradziński R. 1967: Aktualne zagadnienia ochrony jaskiń. Chrońmy Przyrodę Ojczystą, [23], 3: 23–27. Kraków.",Region Świętokrzyski,
15685,Gradziński R. 1967,47,,"Gradziński R. 1967: Aktualne zagadnienia ochrony jaskiń. Chrońmy Przyrodę Ojczystą, [23], 3: 23–27. Kraków.",Wyżyna Śląsko-Krakowska,
15687,Gradziński R. 1968,47,,"Gradziński R. 1968: Sympozjum speleologiczne w Krakowie. Wszechświat, [b.t.], (1): 26–27.",Wyżyna Śląsko-Krakowska,
10422,Gradziński R. 1972,30,,"Gradziński R. 1972: Dziesiąte Sympozjum Speleologiczne. Wszechświat 10: 277-278, Kraków.",Region Świętokrzyski,
11053,Gradziński R. 1972,47,,"Gradziński R. 1972: Przewodnik geologiczny po okolicach Krakowa. 336 ss. Wydawnictwa Geologiczne, Warszawa.",Wyżyna Śląsko-Krakowska,
15689,Gradziński R. 1977,47,,"Gradziński R. 1977: Jaskinie. [W:] Przyroda Ojcowskiego Parku Narodowego: 51–62. Polska Akademia Nauk, Zakład Ochrony Przyrody, PWN, Warszawa-Kraków. (Studia Naturae, Ser. B, 28).",Wyżyna Śląsko-Krakowska,
11054,Gradziński R. 2006,47,,"Gradziński R. 2006: Smocza Jama na Wawelu.[ W: ] Słomka T., Kicińska-świderska A., Doktor M., Joniec A. Katalog obiektów Geoturystycznych w Polsce: 84-85, Kraków.",Wyżyna Śląsko-Krakowska,
11055,"Gradziński R., Baryła J. 2005",47,,"Gradziński R., Baryła J. 2005: Wartości przyrodnicze doliny i rezerwatu Zimny Dół. Zróżnicowanie i przemiany środowiska przyrodniczo-kulturowego Wyżyny Krakowsko-Częstochowskiej. Tom 3 - suplement: 11-18, Ojców.",Wyżyna Śląsko-Krakowska,
15693,"Gradziński R., Gradziński M. 1994",47,,"Gradziński R., Gradziński M. 1994: Budowa geologiczna i rzeźba. [W:] Gradziński R., Gradziński M., Michalik S. Przyroda: 11–56 + [40] ss. Zarząd Jurajskich Parków Krajobrazowych w Krakowie, Kraków. (Natura i kultura w krajobrazie Jury; t. III).",Wyżyna Śląsko-Krakowska,
12550,Gradziński R. i in. 1985a,41,,"Gradziński R., Borowiec W., Górny, A., Haczewski, G., Wiśniewski, W., Michalik, A. 1985a: Hydrogeologia, speleologia. [W:] Atlas Tatrzańskiego Parku Narodowego (red. K. Trafas), pl.7, TPN-PTPNoZ Oddz. w Krakowie, Zakopane.-Kraków.",Tatry,
12549,Gradziński R. i in. 1985b,41,,"Gradziński R., Borowiec W., Górny, A., Haczewski, G., Wiśniewski, W. 1985b: Jaskinie (plany i przekroje wybranych jaskiń). [W:] Atlas Tatrzańskiego Parku Narodowego (red. K. Trafas), pl.8, TPN-PTPNoZ Oddz. w Krakowie, Zakopane.-Kraków.",Tatry,
11056,Gradziński R. i in. 1994,47,,"Gradziński R., Gradziński M., Michalik S. 1994: Przyroda. Zarząd Zespołu Jurajskich Parków Krajobrazowych w Krakowie. 119 ss.",Wyżyna Śląsko-Krakowska,
12551,"Gradziński R., Kowalski K. 1959",41,,"Gradziński R., Kowalski K. 1959: L' Alpinisme Souterrain en Pologne. Taternik 35 nr 1: 14-22, Warszawa.",Tatry,
12552,"Gradziński R., Radomski A. 1957",41,,"Gradziński R., Radomski A. 1957: Utwory naciekowe z mleka wapiennego w jaskini Szczelina Chochołowska. Rocznik P.T.G. 26, 2: 63-82, Kraków.",Tatry,
12553,"Gradziński R., Radomski A. 1960",41,,"Gradziński R., Radomski A. 1960: Utwory cementacyjne z namuliska Jaskini Miętusiej. Rocznik P.T.G., XXX, 1: 121-124, Kraków.",Tatry,
12554,"Gradziński R., Rudnicki J. 1953",41,,"Gradziński R., Rudnicki J. 1953: W Jaskini Raptawickiej (fot.). Grotołaz 13/14, ss. nbl.[1] Kraków.",Tatry,
15695,"Gradziński R., Unrug R. 1960",47,,"Gradziński R., Unrug R. 1960: Uwagi o powstawaniu nacieku grzybkowego w jaskiniach. Rocznik Polskiego Towarzystwa Geologicznego, 30: 273–287. Kraków.",Wyżyna Śląsko-Krakowska,
12555,"Gradziński R., Unrug R. 1960",41,,"Gradziński R., Unrug R. 1960: Uwagi o powstawaniu nacieku grzybkowego w jaskiniach. Rocznik Polskiego Towarzystwa Geologicznego, 30: 273–287. Kraków.",Tatry,
12556,"Gradziński R., Wójcik Z. 1961a",41,,"Gradziński R., Wójcik Z. 1961a: Szata naciekowa jaskiń polskich. Ochrona przyrody, 27: 213-234, Kraków.",Tatry,
11057,"Gradziński R., Wójcik Z. 1961a",47,,"Gradziński R., Wójcik Z. 1961a: Szata naciekowa jaskiń polskich. Ochrona przyrody, 27: 213-234, Kraków.",Wyżyna Śląsko-Krakowska,
12557,"Gradziński R., Wójcik Z. 1961b",41,,"Gradziński R., Wójcik Z. 1961b: Karst under the remaut minute glacier in the Tatra. Die Höhle, 2/3: 53-54, Wien",Tatry,
10423,"Gradziński R., Wójcik Z. 1966",30,,"Gradziński R., Wójcik Z. 1966: O krasie kopalnym w Polsce. Prace Muz. Ziemi 9: 151-222, Warszawa.",Region Świętokrzyski,
11058,"Gradziński R., Wójcik Z. 1966",47,,"Gradziński R., Wójcik Z. 1966: O krasie kopalnym w Polsce. Prace Muz. Ziemi 9: 151-222, Warszawa.",Wyżyna Śląsko-Krakowska,
10424,"Gradziński R., Wróblewski T. 1968",30,,"Gradziński R., Wróblewski T. 1968: Szata naciekowa jaskini Raj. Ochr.Przyr. 33: 281- 307,Warszawa.",Region Świętokrzyski,
10425,"Gradziński R., Wróblewski T. 1974",30,,"Gradziński R., Wróblewski T. 1974: Geologiczne warunki powstania jaskini Raj i utworzenia jej szaty naciekowej. W: Badania i udostępnienie jaskini Raj. (red. Rubinowski Z.). Wyd. Geol., s.41-59, Warszawa.",Region Świętokrzyski,
12558,"Grochocka-Rećko, K. 1963",41,,"Grochocka-Rećko, K. 1963: Budowa geologiczna Wyżniej Świstówki. Acta Geol. Pol. XIII, 2: 240-270, Warszawa.",Tatry,
12559,Grodzicki J. 1963,41,,"Grodzicki J. 1963: Ostatnia nasza wyprawa do Miętusiej. Wiercica VI, ss. nlb. [5], Warszawa.",Tatry,
12560,Grodzicki J. 1966a,41,,"Grodzicki J. 1966a: Wyprawa do Jaskini Zimnej 24.03.1966 - 27.03.1966. Wiercica VIII, ss. nbl. [5], Warszawa.",Tatry,
12561,Grodzicki J. 1966b,41,,"Grodzicki J. 1966b: Kurs dla początkujących - Tatry 1966. Wiercica 10, ss. nbl. [1], Warszawa.",Tatry,
12190,[Grodzicki J.] 1967,41,,"[Grodzicki J.] 1967: Jaskinia Śnieżna. Speleologia III, z. 1: 41-49, Warszawa.",Tatry,
12562,Grodzicki J. 1968a,41,,"Grodzicki J. 1968a: Jaskinia Marmurowa. Speleologia III, z. 2: 153-156, Warszawa.",Tatry,
12563,Grodzicki J. 1968b,41,,"Grodzicki J. 1968b: Jaskinia pod Wantą. Speleologia III, z. 2: 157-160, Warszawa.",Tatry,
12564,Grodzicki J. 1969,41,,"Grodzicki J. 1969: Jaskinia Miętusia. Speleologia IV, z. 1: 81-96, Warszawa.",Tatry,
12565,Grodzicki J. 1969a,41,,"Grodzicki J. 1969a: Związek między tektoniką a rozwojem jaskiń krasowych na przykładzie masywu Czerwonych Wierchów w Tatrach Zachodnich; praca doktorska, maszynopis, ss. 1-83. Arch.ZNG PAN, Warszawa.",Tatry,
12566,Grodzicki J. 1969b,41,,"Grodzicki J. 1969b: Jaskinia Zimna; ciąg szkieletowy głównego ciągu 1:1000. Arch. PTPNoZ, Warszawa.",Tatry,
12567,Grodzicki J. 1970,41,,"Grodzicki J. 1970: Rola tektoniki w genezie masywu Czerwonych Wierchów. Speleologia V, z. 1-2: 33-45, Warszawa.",Tatry,
12568,Grodzicki J. 1971a,41,,"Grodzicki J. 1971a: Zestawienie najgłębszych jaskiń Polski. Speleologia VI, z. 1-2: 33-36, Warszawa.",Tatry,
12569,Grodzicki J. 1971b,41,,"Grodzicki J. 1971b: Zimowa wyprawa do J. Miętusiej MW-20 /Syfon Zwolińskich/. Wiercica 18, ss. nlb.[6] Warszawa.",Tatry,
12570,Grodzicki J. 1971c,41,,"Grodzicki J. 1971c: Jaskinia Ptasia Studnia. Speleologia VI, z. 1-2: 133-138, Warszawa.",Tatry,
12571,Grodzicki J. 1971d,41,,"Grodzicki J. 1971d: Jaskinia Lodowa Litworowa. Speleologia VI z. 1-2: 139-142, Warszawa.",Tatry,
12572,Grodzicki J. 1971e,41,,"Grodzicki J. 1971e: Od Łomnicy do Mont Blanc (recenzja). Speleologia VI, z. 1-2: 97-98, Warszawa.",Tatry,
12573,Grodzicki J. 1974a,41,,"Grodzicki J. 1974a: Nowe odkrycia w Jaskini Bystrej. Taternik 2: 64, Warszawa.",Tatry,
12574,Grodzicki J. 1974b,41,,"Grodzicki J. 1974b: Wyprawa do Jaskini Bystrej. Wiercica 24: 5-6, Warszawa.",Tatry,
12575,Grodzicki J. 1974c,41,,"Grodzicki J. 1974c: Luty 74 - Wyprawa do Bystrej i Miętusiej. Wiercica 24: 6-8, Warszawa.",Tatry,
12576,Grodzicki J. 1974d,41,,"Grodzicki J. 1974d: Wielka Jaskinia Śnieżna -783m. Taternik 4: 175, Warszawa.",Tatry,
12577,Grodzicki J. 1975,41,,"Grodzicki J. 1975: Inwentarz jaskiń tatrzańskich. Taternik 4 (229): 176, Warszawa.",Tatry,
12578,Grodzicki J. 1975b,41,,"Grodzicki J. 1975b: Jaskinia Wielka Śnieżna (-783 m) - wyniki eksploracji Syfonu ""Końcowego"". Speleologia VIII, z. 2: 119-124, Warszawa.",Tatry,
12579,Grodzicki J. 1976a,41,,"Grodzicki J. 1976a: Inwentaryzacja jaskiń tatrzańskich. Speleologia IX, z. 1-2: 76-78, Warszawa. także: Inwentaryzacja jaskiń tatrzańskich, Taternik 4 (229): 176, Warszawa.",Tatry,
12580,Grodzicki J. 1976b,41,,"Grodzicki J. 1976b: Nowe odkrycia w Jaskini Miętusiej. Wiercica 30, ss. nlb.[2] Warszawa.",Tatry,
12581,Grodzicki J. 1976c,41,,"Grodzicki J. 1976c: 24 doby w Jaskini Miętusiej. Taternik 2 (231): 82-84, Warszawa.",Tatry,
11059,Grodzicki J. 1977,47,,Grodzicki J. 1977: Propozycja znaków konwencjonalnych do części graficznej dokumentacji jaskiń. Mat. Konferencji PTPNoZ. Złoty Potok.,Wyżyna Śląsko-Krakowska,
12582,Grodzicki J. 1978a,41,,"Grodzicki J. 1978a: Nowe elementy strukturalne jednostki Organów między Doliną Kościelską i Doliną Miętusią. Kras i Speleologia 2 (XI): 77-81, Katowice.",Tatry,
12583,Grodzicki J. 1978b,41,,"Grodzicki J. 1978b: Najgłębsze jaskinie świata. Taternik 1: 14, Warszawa.",Tatry,
12584,Grodzicki J. 1979a,41,,"Grodzicki J. 1979a: Przejawy neotektonicznych ruchów w masywie Czerwonych Wierchów. Przegl. Geol., 7 (315): 382-386, Warszawa.",Tatry,
12585,Grodzicki J. 1979b,41,,"Grodzicki J. 1979b: Najgłębsze jaskinie świata, Taternik 1: 14, Warszawa.",Tatry,
12586,Grodzicki J. 1979c,41,,"Grodzicki J. 1979c: W sprawie czystości. Gacek 13 (34): 26-31, Kraków.",Tatry,
12587,Grodzicki J. 1980,41,,"Grodzicki J. 1980: Preglacjalna morfologia Tatr Zachodnich; maszynopis. Arch.Instytutu Geofizyki PAN, Warszawa.",Tatry,
12588,Grodzicki J. 1984,41,,"Grodzicki J. 1984: Jaskinia Miętusia - monografia geologiczna; maszynopis, praca przygotowana do druku. Arch. PTPNoZ, Warszawa.",Tatry,
12590,Grodzicki J. 1987,41,,"Grodzicki J. 1987: Wypadek w Jaskini Bystrej. Taternik 1: 30-33, Warszawa.",Tatry,
12589,Grodzicki J. 1987,41,,"Grodzicki J. 1987: Sprawozdanie z akcji ratunkowej w jaskini Bystrej; maszynopis. Arch. Grupy Tatrzańskiej GOPR, Zakopane.",Tatry,
12591,Grodzicki J. 1991,41,,"Grodzicki J. 1991: Geneza i ewolucja jaskiń Tatr Zachodnich, [W:] Jaskinie Tatrzańskiego Parku Narodowego - Jaskinie Doliny Chochołowskiej i dolinek reglowych (red. J. Grodzicki): 11-41, PTPNoZ Warszawa.",Tatry,
12191,[Grodzicki J.] 1994,41,,"[Grodzicki J.] 1994: Instrukcja wykonywania dokumentacji jaskiń, Min. Ochr. Środ., Zasobów Nat. i Leśnictwa: 3-37, Warszawa.",Tatry,
16896,Grodzicki J. 2004,41,,"Grodzicki J. 2004: Kiedyś i ja zaczynałem, teraz czas na innych. Wiercica 80: 56-60, Warszawa",Tatry,
12592,Grodzicki J. 2008,41,,"Grodzicki J. 2008: Uwagi o rozwoju jaskiń w strukturze płaszczowinowej Czerwonych Wierchów w Tatrach – czyli jak fabrykować fakty, by potwierdzić wyznawaną teorię. Materiały 42 Sympozjum Speleologicznego: 57-60, Tarnowskie Góry.",Tatry,
14895,Grodzicki J. 2018,41,,"Grodzicki J. 2018: Jaskinie Tatrzańskiego Parku Narodowego. Zestawienia i wykazy: 2-101, wyd PTPNoZ, Warszawa.",Tatry,
12596,Grodzicki J. i in.  1999,41,,"Grodzicki J., Recielski K.,  Siarzewski W., 1999: Antropogeniczne zmiany w wybranych jaskiniach tatrzańskich. Cz.I: 1-41. Arch. TPN, Zakopane.",Tatry,
12597,Grodzicki J. i in.  2000,41,,"Grodzicki J., Recielski K.,  Siarzewski W., 2000: Antropogeniczne zmiany w wybranych jaskiniach tatrzańskich. Cz.II: 1-38. Arch. TPN, Zakopane.",Tatry,
12593,"Grodzicki J., Kardaś R.M. 1978",41,,"Grodzicki J., Kardaś R.M. 1978: Instrukcja wykonywania dokumentacji jaskiń do regionalnych inwentarzy jaskiń Polski, Mat. II Ogólnopol. Spotkania ""Problemy inwentaryzacji i dokumentacji jaskiń"" Szczyrk 1978: ss. 1-32, PTPNoZ, Warszawa.",Tatry,
12594,"Grodzicki J., Kardaś R.M. 1986",41,,"Grodzicki J., Kardaś R.M. 1986: Jaskinia Miętusia - monografia; maszynopis. Arch. PTPNoZ, Warszawa.",Tatry,
12595,"Grodzicki J., Kardaś R.M. 1989",41,,"Grodzicki J., Kardaś R.M. 1989: Tektonika masywu Czerwonych Wierchów w świetle obserwacji z jaskiń. Ann. Soc. Geol. Pol. 59: 67-88, Kraków.",Tatry,
12598,"Grodzicki J., Rudnicki J. 1967",41,,"Grodzicki J., Rudnicki J. 1967: Obserwacje geologiczne z Jaskini Śnieżnej. Speleologia III, z. 1: 15-20, Warszawa.",Tatry,
12599,"Grodzicki J., Rudnicki J. 1969",41,,"Grodzicki J., Rudnicki J. 1969: Naukowy plon działalności Speleoklubu Warszawskiego PTTK. Speleologia IV, z. 2: 127-130, Warszawa.",Tatry,
12689,"Grodzicki J., Sygowski, M. 1971",41,,"Grodzicki J., Sygowski, M. 1971: Dotychczasowe wyniki eksploracji Syfonu Zwolińskich w Jaskini Miętusiej. Speleologia VI, z. 1-2: 59-64, Warszawa.",Tatry,
14944,Grodzińska K. 1967,19,,"Grodzińska K., 1967. Roślinność skalic Podhalańskich i Spiskich. Wszechświat 67, 6: 149-153. ",Pieniny,
10176,Grodzińska K. 1979,19,,Grodzińska K. 1979: Mapa zbiorowisk roślinnych rezerwatu Przełom Białki pod Krempachami (Pieniński Pas Skałkowy). Ochr. Przyr. 42: 29 - 73.,Pieniny,
15697,Grota 1880,47,,"Grota 1880: Grota Łokietka w Ojcowie. Tygodnik Powszechny, 4, (47) [z 09./21.11.]: 744, 749.",Wyżyna Śląsko-Krakowska,
11060,Grota Twardowskiego ...1898,47,,"Grota Twardowskiego oraz karczma Rzym na Krzemionkach pod Krakowem. 1898: Wędrowiec, Pismo tygodniowe ilustrowane 42, s. 839, Kraków.",Wyżyna Śląsko-Krakowska,
11061,"Grota w Kryspinowie, 1920",47,,"Grota w Kryspinowie, 1920: Orli Lot 1: 8, Kraków. ",Wyżyna Śląsko-Krakowska,
12690,Grotowski K. 1972,41,,"Grotowski K. 1972: Oleg Czyżewski. Taternik 2 (215): 86, Warszawa.",Tatry,
12691,"Grupa Tatrzańska GOPR, 1974",41,,"Grupa Tatrzańska GOPR, 1974: Wypadki zimy 1973/74. Taternik 3: 135-136, Warszawa.",Tatry,
10062,Gruszecki A. 1878,29,,Gruszecki A. 1878: O jaskiniach na przestrzeni od Karpat po Bałtyk. Biblioteka Warszawska 4: 329-381.,Niecka Nidziańska,
10426,Gruszecki A. 1878,30,,Gruszecki A. 1878: O jaskiniach na przestrzeni od Karpat po Bałtyk. Biblioteka Warszawska 4: 329-381.,Region Świętokrzyski,
14945,Gruszecki A. 1878,19,,Gruszecki A. 1878: O jaskiniach na przestrzeni od Karpat po Bałtyk. Biblioteka Warszawska 4: 329-381.,Pieniny,
11062,Gruszecki A. 1878,47,,Gruszecki A. 1878: O jaskiniach na przestrzeni od Karpat po Bałtyk. Biblioteka Warszawska 4: 329-381.,Wyżyna Śląsko-Krakowska,
11632,Gruszecki A. 1878,40,,Gruszecki A. 1878: O jaskiniach na przestrzeni od Karpat po Bałtyk. Biblioteka Warszawska 4: 329-381.,Karpaty,
14044,Gruszka P. 2000,41,,"Gruszka P. 2000: Dziura w Czerwonym Groniku. Dewiator 16: 11, Zakopane. ",Tatry,
15699,Gryczewska N. 2019,47,,Gryczewska N. 2019: Schronisko Małe. http://www.dolinasaspowska.uw.edu.pl/schronisko-male-2019/ [dostęp 30.10.2020],Wyżyna Śląsko-Krakowska,
15701,Gryczewska N. i in. 2019,47,,"Gryczewska N., Kot M., Wojenka M. 2019: Napisy na ścianach Jaskini Złodziejskiej w Ojcowie. Przyczynek do studiów nad historią ruchu turystycznego w okolicach Ojcowa. Prądnik, 29: 117–134.",Wyżyna Śląsko-Krakowska,
10717,Grzela Z. 1991,30,,"Grzela Z. 1991: Zjawiska krasowe południowo-zachodniej i centralnej części Gór Świętokrzyskich (praca dyplomowa): Arch. Technikum Geologicznego, Kielce.",Region Świętokrzyski,
10718,Grzela Z. i in. 1995,30,,"Grzela Z., Gubała J., Kasza A., Rogalski J., Śmigielski W., Szeja A., Kulbicki P. 1995: Plan, przekrój, lokalizacja oraz opis jaskini Chelosiowa Jama (Góry Świętokrzyskie): Arch. Regionalnej Dyrekcji Ochrony Środowiska Kielce.",Region Świętokrzyski,
12692,"Grześkowiak, M. 1962",41,,"Grześkowiak, M. 1962: Współczesne procesy morfologiczne zachodzące w strefie mikroklimatu dynamicznego Jaskini Zimnej; praca magisterska. arch. Katedry Geologii Czwartorzędu Uniwersytetu Wrocławskiego, Wrocław",Tatry,
11633,Grzywiński W. 2001,40,,Grzywiński W. 2001: Nietoperze Magurskiego Parku Narodowego. Parki Narodowe 2/2001: 14-15.,Karpaty,
15703,Grzywiński W. i in. 2006,47,,"Grzywiński W., Nowak J., Węgiel A. 2006: Nietoperze Ojcowskiego Parku Narodowego – stan poznania. Prądnik, 16: 199–208.",Wyżyna Śląsko-Krakowska,
15705,Grzywiński W. i in. 2015,47,,"Grzywiński W., Nowak J., Kozakiewicz K., Węgiel A. 2015: Zimowy monitoring nietoperzy w jaskiniach Ojcowskiego Parku Narodowego. Prądnik, 25: 89–104.",Wyżyna Śląsko-Krakowska,
15707,Grzywiński W. i in. 2016,47,,"Grzywiński W., Nowak J., Kozakiewicz K., Klasa A. 2016: Mroczek posrebrzany Vesperilio murinus – nowy gatunek nietoperza w Ojcowskim Parku Narodowym. Chrońmy Przyrodę Ojczystą, 72: 396–398.",Wyżyna Śląsko-Krakowska,
11063,"Grzywiński W., Nowak J., Węgiel A. 2004",47,,"Grzywiński W., Nowak J., Węgiel A. 2004: Nietoperze OPN - stan poznania. [W:] Partyka J., [red.], Zróżnicowanie i przemiany środowiska przyrodniczo-kulturowego Wyżyny Krakowsko-Częstochowskiej T.I: 363-368, Ojców.",Wyżyna Śląsko-Krakowska,
14948,"Gubał W.J., Piksa K., 2018",19,,"Gubała W.J., Piksa K., 2018. Duży nie znaczy bardziej różnorodny – wyniki zimowych liczeń nietoperzy w jaskiniach Pienińskiego Parku Narodowego w latach 2011-2018. III Międzynarodowa Konferencja Przyrodnicza Pogranicza Polsko-Czesko-Słowackiego. 1–2 grudnia 2018 r. Zakopane.",Pieniny,
10063,Gubała J. 1996a,29,,"Gubała J. 1996a: Fauna jaskiń regionu świętokrzyskiego-podsumowanie wyników badań z lat 1994-1996. [W:] XXX Sympozjum Sekcji Speleol. PTP im. Kopernika, mat. konf., ss. 19-20, Kielce-Bocheniec.",Niecka Nidziańska,
10427,Gubała J. 1996a,30,,"Gubała J. 1996a: Fauna jaskiń regionu świętokrzyskiego-podsumowanie wyników badań z lat 1994-1996. [W:] XXX Sympozjum Sekcji Speleol. PTP im. Kopernika, mat. konf., ss. 19-20, Kielce-Bocheniec.",Region Świętokrzyski,
10428,Gubała J. 1996b,30,,"Gubała J. 1996b: Nietoperze (Chiroptera) z jaskiń regionu świętokrzyskiego - obserwacje z lat 1994-1996. [W:] XXX Symp. Sekcji Speleol. PTP im. Kopernika, mat. konf., ss. 21-22, Kielce-Bocheniec.",Region Świętokrzyski,
10064,"Gubała J., Gwardian M., Kasza A. 1997",29,,"Gubała J., Gwardian M., Kasza A. 1997: Hibernacja nietoperzy na Wyżynie Kielecko-Sandomierskiej i Niecce Nidziańskiej- wyniki spisów z lat 1994-1997 (plakat). W: Materiały IX Ogólnopolskiej Konferencji Chiropterologicznej 8-9.11.1997 r., s. 6-7, Kraków.",Niecka Nidziańska,
10431,"Gubała J., Kasza A. 1999a",30,,"Gubała J., Kasza A. 1999a: Jaskinia Pajęcza-kolejny kilometr korytarzy w GórachŚwiętokrzyskich. Jaskinie 2: 16-19, Kraków.",Region Świętokrzyski,
10432,"Gubała J., Kasza A. 1999b",30,,"Gubała J., Kasza A. 1999b: Mroczek pozłocisty- Eptesicus nilssoni (Keyserling et Blasius)-kolejnym nietoperzem zimującym w Górach Świętokrzyskich. W: 33 Symp. Sekcji Speleol. PTP im. Kopernika, mat. symp., s.53-54, Jeziorowice.",Region Świętokrzyski,
10067,"Gubała J., Kasza A. 2002",29,,"Gubała J., Kasza A. 2002: System krasowy w gipsach rejonu Marzęcina (Niecka Nidziańska) – stan poznania i perspektywy. W: 36 Symp. Sekcji Speleol. PTP im. Kopernika, mat. symp., s. 36-37, Pińczów.",Niecka Nidziańska,
10068,"Gubała J., Kasza A. 2004a",29,,"Gubała J., Kasza A. 2004a: Choteleckie Góry koło Skorocic – kolejny rozpoznany obszar krasowy w gipsach Niecki Nidziańskiej. W: 38 Symp. Sekcji Speleol. PTP im. Kopernika, mat. symp., s. 43-46, Zakopane.",Niecka Nidziańska,
10069,"Gubała J., Kasza A. 2004b",29,,"Gubała J., Kasza A. 2004b: Studnia Prababci Emilii – nowa jaskinia w Dolinie Skorocickiej (Niecka Nidziańska). W: 38 Symp. Sekcji Speleol. PTP im. Kopernika, mat. symp., s.47-48, Zakopane.",Niecka Nidziańska,
